run_id,seed,algorithm,controller_profile,uses_base_comparison,instance,n_hubs,n_clients,agents,iterations,best_fitness,gap_to_exact_optimum,exact_optimum,best_assignment,interventions,runtime_seconds,curve_path
1,1234,WO_base_tmlap,none,False,3.instancia_dura_8h_24c,8,24,30,300,276.0,,,0 2 3 2 1 1 3 4 0 3 4 4 6 0 2 1 3 6 2 6 1 0 4 6,0,8.056007399994996,tmlap_compare_dura\curves\base_convergence_run1.csv
2,1235,WO_base_tmlap,none,False,3.instancia_dura_8h_24c,8,24,30,300,277.0,,,0 0 3 1 1 1 2 1 0 2 4 4 3 2 2 6 3 6 0 3 4 6 4 6,0,8.370754000003217,tmlap_compare_dura\curves\base_convergence_run2.csv
3,1236,WO_base_tmlap,none,False,3.instancia_dura_8h_24c,8,24,30,300,275.0,,,0 0 3 6 1 1 3 4 0 2 4 4 0 1 2 6 3 2 2 3 1 6 4 6,0,10.056499600003008,tmlap_compare_dura\curves\base_convergence_run3.csv
4,1237,WO_base_tmlap,none,False,3.instancia_dura_8h_24c,8,24,30,300,284.0,,,0 1 3 6 1 1 2 1 0 2 4 4 0 3 2 6 3 2 4 6 3 0 4 6,0,10.90048549999483,tmlap_compare_dura\curves\base_convergence_run4.csv
5,1238,WO_base_tmlap,none,False,3.instancia_dura_8h_24c,8,24,30,300,278.0,,,0 0 3 1 1 1 2 4 0 2 4 2 3 1 2 6 3 6 6 3 4 0 4 6,0,9.24546449999616,tmlap_compare_dura\curves\base_convergence_run5.csv
6,1239,WO_base_tmlap,none,False,3.instancia_dura_8h_24c,8,24,30,300,277.0,,,0 0 3 6 1 1 2 1 0 2 4 1 3 0 4 6 3 2 2 3 4 6 4 6,0,9.47248060000129,tmlap_compare_dura\curves\base_convergence_run6.csv
7,1240,WO_base_tmlap,none,False,3.instancia_dura_8h_24c,8,24,30,300,277.0,,,0 0 3 2 1 1 2 1 0 2 4 4 3 1 2 6 3 6 6 3 4 0 4 6,0,8.413678600001731,tmlap_compare_dura\curves\base_convergence_run7.csv
8,1241,WO_base_tmlap,none,False,3.instancia_dura_8h_24c,8,24,30,300,275.0,,,3 2 3 1 1 1 2 1 0 2 4 4 0 0 2 6 3 6 6 3 4 0 4 6,0,9.538965799991274,tmlap_compare_dura\curves\base_convergence_run8.csv
9,1242,WO_base_tmlap,none,False,3.instancia_dura_8h_24c,8,24,30,300,279.0,,,0 4 3 1 1 1 2 1 3 2 4 4 0 0 2 6 3 6 6 3 2 0 4 6,0,9.954409499987378,tmlap_compare_dura\curves\base_convergence_run9.csv
10,1243,WO_base_tmlap,none,False,3.instancia_dura_8h_24c,8,24,30,300,277.0,,,0 2 3 1 1 1 2 4 0 2 4 1 0 3 2 6 3 6 6 3 4 0 4 6,0,10.155094999994617,tmlap_compare_dura\curves\base_convergence_run10.csv
11,1244,WO_base_tmlap,none,False,3.instancia_dura_8h_24c,8,24,30,300,277.0,,,0 0 3 6 1 1 2 4 0 2 4 1 3 0 2 6 3 2 4 3 1 6 4 6,0,12.340110000004643,tmlap_compare_dura\curves\base_convergence_run11.csv
12,1245,WO_base_tmlap,none,False,3.instancia_dura_8h_24c,8,24,30,300,273.0,,,3 0 3 1 1 1 2 4 0 2 4 1 6 0 2 6 3 6 2 3 4 0 4 6,0,10.070552499993937,tmlap_compare_dura\curves\base_convergence_run12.csv
13,1246,WO_base_tmlap,none,False,3.instancia_dura_8h_24c,8,24,30,300,278.0,,,0 0 3 1 1 0 2 4 0 2 4 1 3 1 2 6 3 2 6 3 4 6 4 6,0,9.131963599997107,tmlap_compare_dura\curves\base_convergence_run13.csv
14,1247,WO_base_tmlap,none,False,3.instancia_dura_8h_24c,8,24,30,300,281.0,,,3 0 3 2 1 1 2 3 0 2 4 1 0 1 2 6 3 6 4 6 4 0 4 6,0,8.192449099995429,tmlap_compare_dura\curves\base_convergence_run14.csv
15,1248,WO_base_tmlap,none,False,3.instancia_dura_8h_24c,8,24,30,300,278.0,,,0 0 3 3 1 6 3 4 0 2 4 1 6 2 2 1 3 2 6 4 1 0 4 6,0,9.967430999997305,tmlap_compare_dura\curves\base_convergence_run15.csv
16,1249,WO_base_tmlap,none,False,3.instancia_dura_8h_24c,8,24,30,300,292.0,,,0 0 3 1 1 1 2 4 0 2 4 4 6 0 2 6 3 2 7 3 1 7 4 7,0,11.06769309999072,tmlap_compare_dura\curves\base_convergence_run16.csv
17,1250,WO_base_tmlap,none,False,3.instancia_dura_8h_24c,8,24,30,300,277.0,,,0 0 3 1 1 1 2 4 0 2 4 4 0 3 2 6 3 6 2 3 1 6 4 6,0,8.210843199994997,tmlap_compare_dura\curves\base_convergence_run17.csv
18,1251,WO_base_tmlap,none,False,3.instancia_dura_8h_24c,8,24,30,300,294.0,,,0 2 3 1 1 1 2 4 3 2 4 4 0 0 2 6 3 7 7 7 1 0 4 6,0,8.845766900005401,tmlap_compare_dura\curves\base_convergence_run18.csv
19,1252,WO_base_tmlap,none,False,3.instancia_dura_8h_24c,8,24,30,300,277.0,,,1 2 3 1 1 6 3 4 0 1 4 4 3 0 2 6 3 6 2 0 4 0 2 6,0,14.29629900000873,tmlap_compare_dura\curves\base_convergence_run19.csv
20,1253,WO_base_tmlap,none,False,3.instancia_dura_8h_24c,8,24,30,300,276.0,,,0 0 3 1 1 1 2 4 0 2 4 1 3 0 2 6 3 6 2 3 4 6 4 6,0,10.095327699993504,tmlap_compare_dura\curves\base_convergence_run20.csv
21,1254,WO_base_tmlap,none,False,3.instancia_dura_8h_24c,8,24,30,300,273.0,,,3 2 3 1 1 1 3 4 0 1 6 4 6 0 2 6 3 2 2 0 4 0 4 6,0,8.17501639999682,tmlap_compare_dura\curves\base_convergence_run21.csv
22,1255,WO_base_tmlap,none,False,3.instancia_dura_8h_24c,8,24,30,300,275.0,,,0 0 3 1 1 1 2 4 0 2 4 4 3 0 2 6 3 2 6 3 1 6 4 6,0,6.920133300009184,tmlap_compare_dura\curves\base_convergence_run22.csv
23,1256,WO_base_tmlap,none,False,3.instancia_dura_8h_24c,8,24,30,300,276.0,,,0 0 3 1 1 1 2 4 0 2 4 1 3 0 2 6 3 2 6 3 4 6 4 6,0,10.53255899999931,tmlap_compare_dura\curves\base_convergence_run23.csv
24,1257,WO_base_tmlap,none,False,3.instancia_dura_8h_24c,8,24,30,300,278.0,,,0 2 3 6 1 6 3 4 0 2 4 4 0 0 2 6 3 1 2 3 1 1 4 6,0,6.17855129999225,tmlap_compare_dura\curves\base_convergence_run24.csv
25,1258,WO_base_tmlap,none,False,3.instancia_dura_8h_24c,8,24,30,300,293.0,,,0 0 3 1 1 1 2 1 0 2 4 4 6 0 2 6 3 2 7 7 4 7 4 6,0,4.771910399998887,tmlap_compare_dura\curves\base_convergence_run25.csv
26,1259,WO_base_tmlap,none,False,3.instancia_dura_8h_24c,8,24,30,300,274.0,,,1 0 3 6 1 1 3 1 0 2 4 4 6 0 2 6 3 2 2 3 4 0 4 6,0,4.160478099991451,tmlap_compare_dura\curves\base_convergence_run26.csv
27,1260,WO_base_tmlap,none,False,3.instancia_dura_8h_24c,8,24,30,300,277.0,,,0 2 3 1 1 0 2 4 0 1 4 1 3 0 2 6 3 2 6 3 4 6 4 6,0,5.457316400003037,tmlap_compare_dura\curves\base_convergence_run27.csv
28,1261,WO_base_tmlap,none,False,3.instancia_dura_8h_24c,8,24,30,300,274.0,,,3 0 3 1 1 1 2 4 3 2 4 4 6 0 2 6 3 2 6 0 1 0 4 6,0,4.442560900002718,tmlap_compare_dura\curves\base_convergence_run28.csv
29,1262,WO_base_tmlap,none,False,3.instancia_dura_8h_24c,8,24,30,300,278.0,,,0 0 3 3 1 1 2 4 0 1 4 1 3 0 2 6 3 2 2 6 4 6 4 6,0,5.065436299992143,tmlap_compare_dura\curves\base_convergence_run29.csv
30,1263,WO_base_tmlap,none,False,3.instancia_dura_8h_24c,8,24,30,300,278.0,,,0 0 3 6 1 1 3 1 0 2 6 4 0 1 2 6 3 2 2 3 4 4 4 6,0,6.1985952999966685,tmlap_compare_dura\curves\base_convergence_run30.csv
1,1234,WO_tmlap_online_shap,soft,False,3.instancia_dura_8h_24c,8,24,30,300,280.0,,,0 0 3 3 1 1 2 4 0 4 6 1 6 0 2 1 3 2 2 3 4 6 4 6,6,66.7965938999987,tmlap_compare_dura\curves\shap_convergence_run1.csv
2,1235,WO_tmlap_online_shap,soft,False,3.instancia_dura_8h_24c,8,24,30,300,276.0,,,0 2 3 1 1 1 2 4 0 2 4 1 3 0 2 6 3 6 0 3 4 6 4 6,6,69.82950130000245,tmlap_compare_dura\curves\shap_convergence_run2.csv
3,1236,WO_tmlap_online_shap,soft,False,3.instancia_dura_8h_24c,8,24,30,300,276.0,,,0 0 3 1 1 1 2 4 0 2 4 1 3 0 2 6 3 2 6 3 4 6 4 6,3,38.88531800000055,tmlap_compare_dura\curves\shap_convergence_run3.csv
4,1237,WO_tmlap_online_shap,soft,False,3.instancia_dura_8h_24c,8,24,30,300,279.0,,,0 0 3 1 1 1 3 4 0 2 6 4 0 1 2 6 3 6 2 3 2 4 4 6,5,58.911778300011065,tmlap_compare_dura\curves\shap_convergence_run4.csv
5,1238,WO_tmlap_online_shap,soft,False,3.instancia_dura_8h_24c,8,24,30,300,294.0,,,0 0 3 6 1 1 2 1 0 2 4 1 6 0 2 6 3 2 7 7 4 7 4 6,5,56.81344140000874,tmlap_compare_dura\curves\shap_convergence_run5.csv
6,1239,WO_tmlap_online_shap,soft,False,3.instancia_dura_8h_24c,8,24,30,300,278.0,,,0 4 3 1 1 6 3 1 0 1 4 4 0 6 2 6 3 2 2 3 4 0 2 6,6,73.02637649999815,tmlap_compare_dura\curves\shap_convergence_run6.csv
7,1240,WO_tmlap_online_shap,soft,False,3.instancia_dura_8h_24c,8,24,30,300,276.0,,,0 2 3 1 1 1 3 1 0 2 4 4 0 2 2 6 3 6 6 3 4 0 4 6,4,48.64855220000027,tmlap_compare_dura\curves\shap_convergence_run7.csv
8,1241,WO_tmlap_online_shap,soft,False,3.instancia_dura_8h_24c,8,24,30,300,279.0,,,4 2 3 1 1 1 2 3 0 2 4 1 0 0 2 6 3 6 6 3 4 0 4 6,5,58.4284406999941,tmlap_compare_dura\curves\shap_convergence_run8.csv
9,1242,WO_tmlap_online_shap,soft,False,3.instancia_dura_8h_24c,8,24,30,300,279.0,,,0 4 3 1 1 1 2 1 3 2 4 4 0 0 2 6 3 6 6 3 2 0 4 6,6,68.5873547999945,tmlap_compare_dura\curves\shap_convergence_run9.csv
10,1243,WO_tmlap_online_shap,soft,False,3.instancia_dura_8h_24c,8,24,30,300,294.0,,,0 0 3 1 1 1 2 4 0 1 4 4 3 0 2 6 3 2 7 7 4 7 2 6,6,111.98831119999522,tmlap_compare_dura\curves\shap_convergence_run10.csv
11,1244,WO_tmlap_online_shap,soft,False,3.instancia_dura_8h_24c,8,24,30,300,278.0,,,0 2 3 3 1 1 3 4 0 2 4 1 0 1 2 6 3 6 2 6 4 0 4 6,6,70.42246390000219,tmlap_compare_dura\curves\shap_convergence_run11.csv
12,1245,WO_tmlap_online_shap,soft,False,3.instancia_dura_8h_24c,8,24,30,300,275.0,,,0 0 3 1 1 1 2 4 0 2 4 4 6 1 2 6 3 6 2 3 3 0 4 6,6,82.99237910000375,tmlap_compare_dura\curves\shap_convergence_run12.csv
13,1246,WO_tmlap_online_shap,soft,False,3.instancia_dura_8h_24c,8,24,30,300,277.0,,,3 0 3 1 1 6 2 4 3 2 4 1 0 1 2 6 3 6 2 0 4 0 4 6,5,54.986997899992275,tmlap_compare_dura\curves\shap_convergence_run13.csv
14,1247,WO_tmlap_online_shap,soft,False,3.instancia_dura_8h_24c,8,24,30,300,274.0,,,0 2 3 1 1 1 2 4 0 1 6 4 6 3 2 6 3 2 0 3 4 0 4 6,5,55.32723270000133,tmlap_compare_dura\curves\shap_convergence_run14.csv
15,1248,WO_tmlap_online_shap,soft,False,3.instancia_dura_8h_24c,8,24,30,300,280.0,,,3 2 3 1 4 4 2 3 0 1 4 1 6 1 2 6 3 2 0 6 4 0 0 6,6,71.47040640001069,tmlap_compare_dura\curves\shap_convergence_run15.csv
16,1249,WO_tmlap_online_shap,soft,False,3.instancia_dura_8h_24c,8,24,30,300,277.0,,,0 0 3 1 1 6 3 4 0 2 6 4 0 1 2 6 3 2 2 3 1 4 4 6,5,59.281124400004046,tmlap_compare_dura\curves\shap_convergence_run16.csv
17,1250,WO_tmlap_online_shap,soft,False,3.instancia_dura_8h_24c,8,24,30,300,280.0,,,0 0 3 1 1 0 2 4 0 3 6 4 3 1 2 6 3 2 2 6 1 4 4 6,6,62.02140140000847,tmlap_compare_dura\curves\shap_convergence_run17.csv
18,1251,WO_tmlap_online_shap,soft,False,3.instancia_dura_8h_24c,8,24,30,300,278.0,,,0 0 3 1 1 1 2 4 0 2 4 1 6 3 2 3 3 2 6 6 4 0 4 6,5,73.0342146000039,tmlap_compare_dura\curves\shap_convergence_run18.csv
19,1252,WO_tmlap_online_shap,soft,False,3.instancia_dura_8h_24c,8,24,30,300,276.0,,,0 2 3 2 1 1 3 4 0 3 4 4 6 0 2 6 3 6 2 6 1 0 4 1,6,74.87881779999589,tmlap_compare_dura\curves\shap_convergence_run19.csv
20,1253,WO_tmlap_online_shap,soft,False,3.instancia_dura_8h_24c,8,24,30,300,276.0,,,0 0 3 1 1 1 2 4 0 2 4 1 3 0 2 6 3 6 2 3 4 6 4 6,5,63.00803680000536,tmlap_compare_dura\curves\shap_convergence_run20.csv
21,1254,WO_tmlap_online_shap,soft,False,3.instancia_dura_8h_24c,8,24,30,300,273.0,,,3 2 3 1 1 1 3 4 0 1 6 4 6 0 2 6 3 2 2 0 4 0 4 6,6,65.95745280000847,tmlap_compare_dura\curves\shap_convergence_run21.csv
22,1255,WO_tmlap_online_shap,soft,False,3.instancia_dura_8h_24c,8,24,30,300,276.0,,,0 2 3 1 1 1 2 4 0 3 4 1 6 3 2 6 3 2 0 6 4 0 4 6,6,71.74924210000609,tmlap_compare_dura\curves\shap_convergence_run22.csv
23,1256,WO_tmlap_online_shap,soft,False,3.instancia_dura_8h_24c,8,24,30,300,280.0,,,0 4 3 1 1 1 2 3 0 2 4 1 0 0 2 6 3 2 6 3 4 6 4 6,6,47.67734090000158,tmlap_compare_dura\curves\shap_convergence_run23.csv
24,1257,WO_tmlap_online_shap,soft,False,3.instancia_dura_8h_24c,8,24,30,300,278.0,,,0 0 3 1 1 0 2 4 0 2 4 1 3 1 2 6 3 2 6 3 4 6 4 6,6,33.83727400000498,tmlap_compare_dura\curves\shap_convergence_run24.csv
25,1258,WO_tmlap_online_shap,soft,False,3.instancia_dura_8h_24c,8,24,30,300,274.0,,,0 2 3 1 1 1 3 1 0 2 4 4 6 0 2 6 3 2 0 3 4 6 4 6,6,47.60844540000835,tmlap_compare_dura\curves\shap_convergence_run25.csv
26,1259,WO_tmlap_online_shap,soft,False,3.instancia_dura_8h_24c,8,24,30,300,275.0,,,0 0 3 1 1 1 2 3 0 2 4 4 6 1 2 6 3 2 6 3 4 0 4 6,5,36.88989049999509,tmlap_compare_dura\curves\shap_convergence_run26.csv
27,1260,WO_tmlap_online_shap,soft,False,3.instancia_dura_8h_24c,8,24,30,300,275.0,,,0 2 3 6 1 1 3 4 0 1 4 1 0 0 2 6 3 2 2 3 4 6 4 6,6,36.04574049999064,tmlap_compare_dura\curves\shap_convergence_run27.csv
28,1261,WO_tmlap_online_shap,soft,False,3.instancia_dura_8h_24c,8,24,30,300,277.0,,,0 0 3 1 1 1 3 4 0 2 4 1 0 2 2 6 3 2 6 3 4 6 4 6,5,32.185654600005364,tmlap_compare_dura\curves\shap_convergence_run28.csv
29,1262,WO_tmlap_online_shap,soft,False,3.instancia_dura_8h_24c,8,24,30,300,275.0,,,0 0 3 6 1 1 2 4 0 1 4 1 3 0 2 6 3 2 2 3 4 6 4 6,5,39.18250249999983,tmlap_compare_dura\curves\shap_convergence_run29.csv
30,1263,WO_tmlap_online_shap,soft,False,3.instancia_dura_8h_24c,8,24,30,300,275.0,,,0 0 3 1 4 1 2 4 0 1 6 4 6 1 2 6 3 2 2 3 3 0 4 6,6,36.87627940000675,tmlap_compare_dura\curves\shap_convergence_run30.csv
